store_number,store_name,city,county,category_name,year,month,num_transactions,total_bottles,total_sales,total_volume_liters,avg_bottle_price
2070,Walmart #2070,Ankeny,Polk,SPICED RUM,2017,8,34,74,1744.64,113.53,23.01
2070,Walmart #2070,Ankeny,Polk,BLENDED WHISKIES,2017,8,12,19,500.29,21.46,26.48
2070,Walmart #2070,Ankeny,Polk,IMPORTED VODKA,2017,8,19,37,681.81,57.66,21.46
2070,Walmart #2070,Ankeny,Polk,CANADIAN WHISKIES,2017,8,25,53,1872.27,63.81,34.69
2070,Walmart #2070,Ankeny,Polk,WHISKEY LIQUEUR,2017,8,19,46,1711.44,54.84,32.3
2070,Walmart #2070,Ankeny,Polk,GOLD RUM,2017,8,9,31,851.14,40.09,29.51
2070,Walmart #2070,Ankeny,Polk,AMERICAN BRANDIES,2017,8,7,12,416.34,19.9,37.69
2070,Walmart #2070,Ankeny,Polk,WHITE RUM,2017,8,3,5,248.67,8.53,44.33
2070,Walmart #2070,Ankeny,Polk,SINGLE MALT SCOTCH,2017,8,3,6,321.11,3.62,42.69
2070,Walmart #2070,Ankeny,Polk,SCOTCH WHISKIES,2017,8,2,7,272.37,10.63,35.21
2070,Walmart #2070,Ankeny,Polk,AMERICAN DRY GINS,2017,8,18,44,606.92,76.32,12.65
2070,Walmart #2070,Ankeny,Polk,VODKA 80 PROOF,2017,9,21,54,1264.8,54.13,23.33
2070,Walmart #2070,Ankeny,Polk,TEQUILA,2017,9,38,81,1071.17,53.23,11.16
2070,Walmart #2070,Ankeny,Polk,STRAIGHT BOURBON WHISKIES,2017,9,32,53,841.84,75.69,14.68
2070,Walmart #2070,Ankeny,Polk,TENNESSEE WHISKIES,2017,9,5,10,393.81,12.81,41.05
2070,Walmart #2070,Ankeny,Polk,SPICED RUM,2017,9,23,45,923.03,64.59,21.82
2070,Walmart #2070,Ankeny,Polk,BLENDED WHISKIES,2017,9,18,37,511.09,33.53,14.3
2070,Walmart #2070,Ankeny,Polk,IMPORTED VODKA,2017,9,11,29,560.52,50.75,21.49
2070,Walmart #2070,Ankeny,Polk,CANADIAN WHISKIES,2017,9,12,36,1348.8,36.72,31.95
2070,Walmart #2070,Ankeny,Polk,WHISKEY LIQUEUR,2017,9,34,95,1227.67,49.48,13.87
2070,Walmart #2070,Ankeny,Polk,GOLD RUM,2017,9,6,11,293.47,11.95,23.14
2070,Walmart #2070,Ankeny,Polk,AMERICAN BRANDIES,2017,9,7,11,299.54,6.94,27.45
2070,Walmart #2070,Ankeny,Polk,WHITE RUM,2017,9,1,3,154.31,1.68,40.94
2070,Walmart #2070,Ankeny,Polk,SINGLE MALT SCOTCH,2017,9,11,28,250.35,38.25,8.25
2070,Walmart #2070,Ankeny,Polk,SCOTCH WHISKIES,2017,9,3,7,241.72,7.81,36.31
2070,Walmart #2070,Ankeny,Polk,AMERICAN DRY GINS,2017,9,3,9,349.0,5.18,33.61
2070,Walmart #2070,Ankeny,Polk,VODKA 80 PROOF,2017,10,94,216,1847.53,299.0,9.53
2070,Walmart #2070,Ankeny,Polk,TEQUILA,2017,10,14,46,553.99,65.11,11.01
2070,Walmart #2070,Ankeny,Polk,STRAIGHT BOURBON WHISKIES,2017,10,8,23,834.5,35.74,34.42
2070,Walmart #2070,Ankeny,Polk,TENNESSEE WHISKIES,2017,10,26,45,782.66,50.35,17.73
2070,Walmart #2070,Ankeny,Polk,SPICED RUM,2017,10,39,73,1604.52,55.45,20.43
2070,Walmart #2070,Ankeny,Polk,BLENDED WHISKIES,2017,10,40,71,831.26,60.19,10.59
2070,Walmart #2070,Ankeny,Polk,IMPORTED VODKA,2017,10,5,11,549.31,10.12,41.18
2070,Walmart #2070,Ankeny,Polk,CANADIAN WHISKIES,2017,10,55,84,2002.33,133.16,22.47
2070,Walmart #2070,Ankeny,Polk,WHISKEY LIQUEUR,2017,10,72,120,1428.91,177.91,10.79
2070,Walmart #2070,Ankeny,Polk,GOLD RUM,2017,10,10,16,320.77,16.76,19.66
2070,Walmart #2070,Ankeny,Polk,AMERICAN BRANDIES,2017,10,9,17,360.85,16.99,22.51
2070,Walmart #2070,Ankeny,Polk,WHITE RUM,2017,10,5,8,218.92,9.83,28.57
2070,Walmart #2070,Ankeny,Polk,SINGLE MALT SCOTCH,2017,10,2,7,322.81,7.83,38.45
2070,Walmart #2070,Ankeny,Polk,SCOTCH WHISKIES,2017,10,6,18,252.64,28.08,14.13
2070,Walmart #2070,Ankeny,Polk,AMERICAN DRY GINS,2017,10,6,17,739.11,25.1,42.81
2070,Walmart #2070,Ankeny,Polk,VODKA 80 PROOF,2017,11,28,46,1450.05,34.76,32.81
2070,Walmart #2070,Ankeny,Polk,TEQUILA,2017,11,20,41,929.75,65.07,26.78
2070,Walmart #2070,Ankeny,Polk,STRAIGHT BOURBON WHISKIES,2017,11,22,38,1428.42,46.03,41.34
2070,Walmart #2070,Ankeny,Polk,TENNESSEE WHISKIES,2017,11,10,23,552.43,31.75,22.37
2070,Walmart #2070,Ankeny,Polk,SPICED RUM,2017,11,11,23,1290.97,15.48,44.25
2070,Walmart #2070,Ankeny,Polk,BLENDED WHISKIES,2017,11,18,29,1111.74,35.28,40.38
2070,Walmart #2070,Ankeny,Polk,IMPORTED VODKA,2017,11,25,47,571.19,73.52,13.36
2070,Walmart #2070,Ankeny,Polk,CANADIAN WHISKIES,2017,11,23,43,1520.04,36.25,34.58
2070,Walmart #2070,Ankeny,Polk,WHISKEY LIQUEUR,2017,11,11,32,1124.53,47.37,29.1
2070,Walmart #2070,Ankeny,Polk,GOLD RUM,2017,11,5,10,288.53,12.65,32.81
2070,Walmart #2070,Ankeny,Polk,AMERICAN BRANDIES,2017,11,5,10,343.97,5.33,27.83
2070,Walmart #2070,Ankeny,Polk,WHITE RUM,2017,11,3,9,327.71,8.46,28.62
2070,Walmart #2070,Ankeny,Polk,SINGLE MALT SCOTCH,2017,11,5,11,403.82,18.95,40.88
2070,Walmart #2070,Ankeny,Polk,SCOTCH WHISKIES,2017,11,2,4,201.83,5.29,36.58
2070,Walmart #2070,Ankeny,Polk,AMERICAN DRY GINS,2017,11,6,14,448.54,11.01,27.33
2070,Walmart #2070,Ankeny,Polk,VODKA 80 PROOF,2017,12,11,33,1549.64,30.72,41.34
2070,Walmart #2070,Ankeny,Polk,TEQUILA,2017,12,30,44,843.62,71.92,17.8
2070,Walmart #2070,Ankeny,Polk,STRAIGHT BOURBON WHISKIES,2017,12,52,130,1140.84,168.88,9.04
2070,Walmart #2070,Ankeny,Polk,TENNESSEE WHISKIES,2017,12,15,29,564.17,25.73,21.09
2070,Walmart #2070,Ankeny,Polk,SPICED RUM,2017,12,58,137,2003.98,232.61,16.91
2070,Walmart #2070,Ankeny,Polk,BLENDED WHISKIES,2017,12,9,16,649.35,21.44,36.23
2070,Walmart #2070,Ankeny,Polk,IMPORTED VODKA,2017,12,13,21,882.99,24.33,37.82
2070,Walmart #2070,Ankeny,Polk,CANADIAN WHISKIES,2017,12,79,131,4281.67,109.27,31.77
2070,Walmart #2070,Ankeny,Polk,WHISKEY LIQUEUR,2017,12,26,60,983.98,88.84,18.05
2070,Walmart #2070,Ankeny,Polk,GOLD RUM,2017,12,4,13,508.04,17.49,44.7
2070,Walmart #2070,Ankeny,Polk,AMERICAN BRANDIES,2017,12,3,8,409.46,5.27,41.54
2070,Walmart #2070,Ankeny,Polk,WHITE RUM,2017,12,9,26,359.27,39.83,10.79
2070,Walmart #2070,Ankeny,Polk,SINGLE MALT SCOTCH,2017,12,3,9,466.01,8.81,44.98
2070,Walmart #2070,Ankeny,Polk,SCOTCH WHISKIES,2017,12,14,32,296.2,47.93,9.61
2070,Walmart #2070,Ankeny,Polk,AMERICAN DRY GINS,2017,12,10,21,768.24,31.14,42.29
2070,Walmart #2070,Ankeny,Polk,VODKA 80 PROOF,2018,1,72,103,1688.64,102.12,13.82
2070,Walmart #2070,Ankeny,Polk,TEQUILA,2018,1,8,15,695.38,10.53,39.24
2070,Walmart #2070,Ankeny,Polk,STRAIGHT BOURBON WHISKIES,2018,1,32,61,1146.54,102.22,15.95
2070,Walmart #2070,Ankeny,Polk,TENNESSEE WHISKIES,2018,1,4,8,360.68,5.98,41.34
2070,Walmart #2070,Ankeny,Polk,SPICED RUM,2018,1,9,26,1130.87,41.73,38.79
2070,Walmart #2070,Ankeny,Polk,BLENDED WHISKIES,2018,1,15,24,475.91,41.27,19.82
2070,Walmart #2070,Ankeny,Polk,IMPORTED VODKA,2018,1,15,33,543.1,49.85,18.38
2070,Walmart #2070,Ankeny,Polk,CANADIAN WHISKIES,2018,1,13,34,1518.59,37.23,41.83
2070,Walmart #2070,Ankeny,Polk,WHISKEY LIQUEUR,2018,1,28,49,1243.05,83.96,28.21
2070,Walmart #2070,Ankeny,Polk,GOLD RUM,2018,1,3,9,202.0,12.29,23.34
2070,Walmart #2070,Ankeny,Polk,AMERICAN BRANDIES,2018,1,8,19,205.63,27.33,10.63
2070,Walmart #2070,Ankeny,Polk,WHITE RUM,2018,1,3,5,196.21,3.82,41.39
2070,Walmart #2070,Ankeny,Polk,SINGLE MALT SCOTCH,2018,1,2,6,216.16,6.69,25.54
2070,Walmart #2070,Ankeny,Polk,SCOTCH WHISKIES,2018,1,2,6,237.69,6.73,33.42
2070,Walmart #2070,Ankeny,Polk,AMERICAN DRY GINS,2018,1,7,23,608.01,23.69,22.69
2070,Walmart #2070,Ankeny,Polk,VODKA 80 PROOF,2018,2,17,37,1326.92,20.18,28.67
2070,Walmart #2070,Ankeny,Polk,TEQUILA,2018,2,17,38,607.44,45.54,16.22
2070,Walmart #2070,Ankeny,Polk,STRAIGHT BOURBON WHISKIES,2018,2,25,40,896.26,56.64,25.91
2070,Walmart #2070,Ankeny,Polk,TENNESSEE WHISKIES,2018,2,12,31,495.09,52.21,18.78
2070,Walmart #2070,Ankeny,Polk,SPICED RUM,2018,2,22,49,1330.63,30.71,29.6
2070,Walmart #2070,Ankeny,Polk,BLENDED WHISKIES,2018,2,14,24,681.78,13.16,26.01
2070,Walmart #2070,Ankeny,Polk,IMPORTED VODKA,2018,2,4,14,541.31,23.68,30.81
2070,Walmart #2070,Ankeny,Polk,CANADIAN WHISKIES,2018,2,16,37,1843.95,43.4,44.69
2070,Walmart #2070,Ankeny,Polk,WHISKEY LIQUEUR,2018,2,9,19,743.29,21.39,43.34
2070,Walmart #2070,Ankeny,Polk,GOLD RUM,2018,2,1,5,205.01,6.24,38.31
2070,Walmart #2070,Ankeny,Polk,AMERICAN BRANDIES,2018,2,4,7,208.76,7.68,28.13
2070,Walmart #2070,Ankeny,Polk,WHITE RUM,2018,2,3,12,332.64,9.58,25.33
2070,Walmart #2070,Ankeny,Polk,SINGLE MALT SCOTCH,2018,2,4,8,325.56,9.69,43.26
2070,Walmart #2070,Ankeny,Polk,SCOTCH WHISKIES,2018,2,3,8,272.52,8.81,32.9
2070,Walmart #2070,Ankeny,Polk,AMERICAN DRY GINS,2018,2,4,9,356.8,11.28,35.56
2070,Walmart #2070,Ankeny,Polk,VODKA 80 PROOF,2018,3,25,51,2009.75,85.74,31.12
2070,Walmart #2070,Ankeny,Polk,TEQUILA,2018,3,5,15,454.56,16.88,26.74
2070,Walmart #2070,Ankeny,Polk,STRAIGHT BOURBON WHISKIES,2018,3,20,32,948.97,27.39,26.18
2070,Walmart #2070,Ankeny,Polk,TENNESSEE WHISKIES,2018,3,5,15,400.63,11.98,26.44
2070,Walmart #2070,Ankeny,Polk,SPICED RUM,2018,3,28,47,1316.42,68.97,31.96
2070,Walmart #2070,Ankeny,Polk,BLENDED WHISKIES,2018,3,3,12,397.03,14.41,28.33
2070,Walmart #2070,Ankeny,Polk,IMPORTED VODKA,2018,3,37,62,862.94,77.4,14.39
2070,Walmart #2070,Ankeny,Polk,CANADIAN WHISKIES,2018,3,59,180,1644.51,261.02,8.15
2070,Walmart #2070,Ankeny,Polk,WHISKEY LIQUEUR,2018,3,12,40,1303.61,34.98,29.74
2070,Walmart #2070,Ankeny,Polk,GOLD RUM,2018,3,1,6,308.72,4.68,37.75
2070,Walmart #2070,Ankeny,Polk,AMERICAN BRANDIES,2018,3,8,19,192.75,23.25,8.94
2070,Walmart #2070,Ankeny,Polk,WHITE RUM,2018,3,6,12,230.17,16.66,18.99
2070,Walmart #2070,Ankeny,Polk,SINGLE MALT SCOTCH,2018,3,2,5,203.33,5.3,38.91
2070,Walmart #2070,Ankeny,Polk,SCOTCH WHISKIES,2018,3,1,5,268.27,3.89,40.27
2070,Walmart #2070,Ankeny,Polk,AMERICAN DRY GINS,2018,3,21,32,463.11,37.95,13.55
2070,Walmart #2070,Ankeny,Polk,VODKA 80 PROOF,2018,4,17,44,1618.14,53.76,43.32
2070,Walmart #2070,Ankeny,Polk,TEQUILA,2018,4,10,20,521.31,22.1,23.81
2070,Walmart #2070,Ankeny,Polk,STRAIGHT BOURBON WHISKIES,2018,4,14,41,1633.49,21.78,40.37
2070,Walmart #2070,Ankeny,Polk,TENNESSEE WHISKIES,2018,4,9,13,448.41,7.94,35.57
2070,Walmart #2070,Ankeny,Polk,SPICED RUM,2018,4,156,248,1770.65,349.37,8.23
2070,Walmart #2070,Ankeny,Polk,BLENDED WHISKIES,2018,4,6,12,408.58,10.56,33.72
2070,Walmart #2070,Ankeny,Polk,IMPORTED VODKA,2018,4,4,9,455.55,9.82,38.9
2070,Walmart #2070,Ankeny,Polk,CANADIAN WHISKIES,2018,4,75,138,3206.99,85.37,23.29
2070,Walmart #2070,Ankeny,Polk,WHISKEY LIQUEUR,2018,4,65,142,1707.14,87.79,12.77
2070,Walmart #2070,Ankeny,Polk,GOLD RUM,2018,4,5,13,444.99,13.87,28.83
2070,Walmart #2070,Ankeny,Polk,AMERICAN BRANDIES,2018,4,2,4,192.57,5.78,43.62
2070,Walmart #2070,Ankeny,Polk,WHITE RUM,2018,4,3,9,303.39,4.89,29.6
2070,Walmart #2070,Ankeny,Polk,SINGLE MALT SCOTCH,2018,4,5,11,440.61,9.77,32.51
2070,Walmart #2070,Ankeny,Polk,SCOTCH WHISKIES,2018,4,7,13,367.37,22.72,30.66
2070,Walmart #2070,Ankeny,Polk,AMERICAN DRY GINS,2018,4,17,27,583.74,28.55,25.12
2070,Walmart #2070,Ankeny,Polk,VODKA 80 PROOF,2018,5,34,85,2636.95,140.06,34.24
2070,Walmart #2070,Ankeny,Polk,TEQUILA,2018,5,21,34,609.8,19.52,18.32
2070,Walmart #2070,Ankeny,Polk,STRAIGHT BOURBON WHISKIES,2018,5,24,55,1101.53,67.52,16.31
2070,Walmart #2070,Ankeny,Polk,TENNESSEE WHISKIES,2018,5,12,33,511.33,55.11,15.21
2070,Walmart #2070,Ankeny,Polk,SPICED RUM,2018,5,30,84,1367.02,109.89,14.82
2070,Walmart #2070,Ankeny,Polk,BLENDED WHISKIES,2018,5,14,24,453.38,15.55,17.29
2070,Walmart #2070,Ankeny,Polk,IMPORTED VODKA,2018,5,21,31,688.08,48.99,18.75
2070,Walmart #2070,Ankeny,Polk,CANADIAN WHISKIES,2018,5,9,29,1437.46,24.67,43.5
2070,Walmart #2070,Ankeny,Polk,WHISKEY LIQUEUR,2018,5,39,84,1072.05,140.09,13.2
2070,Walmart #2070,Ankeny,Polk,GOLD RUM,2018,5,2,6,265.29,5.63,44.88
2070,Walmart #2070,Ankeny,Polk,AMERICAN BRANDIES,2018,5,3,7,229.61,4.05,28.3
2070,Walmart #2070,Ankeny,Polk,WHITE RUM,2018,5,4,9,355.78,7.02,40.14
2070,Walmart #2070,Ankeny,Polk,SINGLE MALT SCOTCH,2018,5,5,8,245.72,13.76,32.01
2070,Walmart #2070,Ankeny,Polk,SCOTCH WHISKIES,2018,5,9,17,315.43,17.57,15.03
2070,Walmart #2070,Ankeny,Polk,AMERICAN DRY GINS,2018,5,7,18,612.92,18.67,28.95
2070,Walmart #2070,Ankeny,Polk,VODKA 80 PROOF,2018,6,35,80,2213.81,95.21,31.86
2070,Walmart #2070,Ankeny,Polk,TEQUILA,2018,6,8,20,804.38,15.74,37.49
2070,Walmart #2070,Ankeny,Polk,STRAIGHT BOURBON WHISKIES,2018,6,50,109,1488.77,119.58,14.19
2070,Walmart #2070,Ankeny,Polk,TENNESSEE WHISKIES,2018,6,8,18,504.65,11.49,25.37
2070,Walmart #2070,Ankeny,Polk,SPICED RUM,2018,6,35,81,928.92,90.16,11.8
2070,Walmart #2070,Ankeny,Polk,BLENDED WHISKIES,2018,6,23,57,666.69,53.95,9.4
2070,Walmart #2070,Ankeny,Polk,IMPORTED VODKA,2018,6,7,13,593.27,12.7,36.44
2070,Walmart #2070,Ankeny,Polk,CANADIAN WHISKIES,2018,6,25,58,2474.48,53.87,40.13
2070,Walmart #2070,Ankeny,Polk,WHISKEY LIQUEUR,2018,6,26,44,1745.8,62.41,36.31
2070,Walmart #2070,Ankeny,Polk,GOLD RUM,2018,6,8,12,281.01,10.02,23.52
2070,Walmart #2070,Ankeny,Polk,AMERICAN BRANDIES,2018,6,6,17,291.56,9.84,18.93
2070,Walmart #2070,Ankeny,Polk,WHITE RUM,2018,6,6,12,194.44,6.68,14.68
2070,Walmart #2070,Ankeny,Polk,SINGLE MALT SCOTCH,2018,6,12,18,323.15,17.91,14.61
2070,Walmart #2070,Ankeny,Polk,SCOTCH WHISKIES,2018,6,5,17,290.36,15.16,19.57
2070,Walmart #2070,Ankeny,Polk,AMERICAN DRY GINS,2018,6,7,17,835.34,21.94,39.84
2070,Walmart #2070,Ankeny,Polk,VODKA 80 PROOF,2018,7,21,39,1710.44,26.41,42.35
2070,Walmart #2070,Ankeny,Polk,TEQUILA,2018,7,7,17,547.11,14.04,26.9
2070,Walmart #2070,Ankeny,Polk,STRAIGHT BOURBON WHISKIES,2018,7,12,34,1098.86,42.94,27.53
2070,Walmart #2070,Ankeny,Polk,TENNESSEE WHISKIES,2018,7,4,14,486.1,12.13,29.11
2070,Walmart #2070,Ankeny,Polk,SPICED RUM,2018,7,42,110,1577.26,110.69,13.96
2070,Walmart #2070,Ankeny,Polk,BLENDED WHISKIES,2018,7,7,15,701.31,26.14,40.79
2070,Walmart #2070,Ankeny,Polk,IMPORTED VODKA,2018,7,8,24,475.26,15.64,17.22
2070,Walmart #2070,Ankeny,Polk,CANADIAN WHISKIES,2018,7,38,105,2855.9,68.99,25.36
2070,Walmart #2070,Ankeny,Polk,WHISKEY LIQUEUR,2018,7,42,66,1848.05,108.8,32.46
2070,Walmart #2070,Ankeny,Polk,GOLD RUM,2018,7,41,59,499.11,56.87,8.64
2070,Walmart #2070,Ankeny,Polk,AMERICAN BRANDIES,2018,7,3,6,369.13,3.81,43.47
2070,Walmart #2070,Ankeny,Polk,WHITE RUM,2018,7,9,21,281.05,28.69,11.28
2070,Walmart #2070,Ankeny,Polk,SINGLE MALT SCOTCH,2018,7,6,12,452.35,19.14,30.98
2070,Walmart #2070,Ankeny,Polk,SCOTCH WHISKIES,2018,7,8,14,388.91,14.0,30.48
2070,Walmart #2070,Ankeny,Polk,AMERICAN DRY GINS,2018,7,25,62,1411.13,100.16,19.76
2070,Walmart #2070,Ankeny,Polk,VODKA 80 PROOF,2018,8,84,163,1452.26,99.1,8.79
2070,Walmart #2070,Ankeny,Polk,TEQUILA,2018,8,9,16,754.7,25.97,44.21
2070,Walmart #2070,Ankeny,Polk,STRAIGHT BOURBON WHISKIES,2018,8,22,36,959.23,26.94,30.43
2070,Walmart #2070,Ankeny,Polk,TENNESSEE WHISKIES,2018,8,6,20,389.78,17.63,16.24
2070,Walmart #2070,Ankeny,Polk,SPICED RUM,2018,8,11,27,1352.88,40.23,42.8
2070,Walmart #2070,Ankeny,Polk,BLENDED WHISKIES,2018,8,8,21,593.96,12.01,30.9
2070,Walmart #2070,Ankeny,Polk,IMPORTED VODKA,2018,8,3,11,517.05,8.54,42.43
2070,Walmart #2070,Ankeny,Polk,CANADIAN WHISKIES,2018,8,49,74,2324.63,125.25,26.0
2070,Walmart #2070,Ankeny,Polk,WHISKEY LIQUEUR,2018,8,74,111,1753.27,190.51,16.29
2070,Walmart #2070,Ankeny,Polk,GOLD RUM,2018,8,7,20,206.12,10.39,10.15
2070,Walmart #2070,Ankeny,Polk,AMERICAN BRANDIES,2018,8,3,7,276.35,4.94,42.64
2070,Walmart #2070,Ankeny,Polk,WHITE RUM,2018,8,13,35,323.98,51.55,8.74
2070,Walmart #2070,Ankeny,Polk,SINGLE MALT SCOTCH,2018,8,7,18,521.92,14.97,23.45
2070,Walmart #2070,Ankeny,Polk,SCOTCH WHISKIES,2018,8,8,18,501.21,9.58,31.39
2070,Walmart #2070,Ankeny,Polk,AMERICAN DRY GINS,2018,8,9,28,642.58,44.48,26.19
2070,Walmart #2070,Ankeny,Polk,VODKA 80 PROOF,2018,9,39,116,1802.94,129.01,17.85
2070,Walmart #2070,Ankeny,Polk,TEQUILA,2018,9,18,31,445.23,30.3,12.74
2070,Walmart #2070,Ankeny,Polk,STRAIGHT BOURBON WHISKIES,2018,9,16,35,1038.72,58.96,30.95
2070,Walmart #2070,Ankeny,Polk,TENNESSEE WHISKIES,2018,9,5,12,457.09,15.43,33.1
2070,Walmart #2070,Ankeny,Polk,SPICED RUM,2018,9,17,59,1397.09,100.05,25.77
2070,Walmart #2070,Ankeny,Polk,BLENDED WHISKIES,2018,9,11,24,488.33,13.17,18.69
2070,Walmart #2070,Ankeny,Polk,IMPORTED VODKA,2018,9,15,41,818.02,59.28,20.9
2070,Walmart #2070,Ankeny,Polk,CANADIAN WHISKIES,2018,9,21,69,1150.34,62.47,19.69
2070,Walmart #2070,Ankeny,Polk,WHISKEY LIQUEUR,2018,9,19,40,878.79,54.59,24.32
2070,Walmart #2070,Ankeny,Polk,GOLD RUM,2018,9,7,20,329.89,13.44,13.47
2070,Walmart #2070,Ankeny,Polk,AMERICAN BRANDIES,2018,9,15,26,283.52,31.47,10.3
2070,Walmart #2070,Ankeny,Polk,WHITE RUM,2018,9,6,11,362.64,10.67,32.83
2070,Walmart #2070,Ankeny,Polk,SINGLE MALT SCOTCH,2018,9,11,25,319.07,28.01,12.93
2070,Walmart #2070,Ankeny,Polk,SCOTCH WHISKIES,2018,9,2,6,244.25,6.67,43.74
2070,Walmart #2070,Ankeny,Polk,AMERICAN DRY GINS,2018,9,13,42,929.68,65.87,25.96
2070,Walmart #2070,Ankeny,Polk,VODKA 80 PROOF,2018,10,15,39,1463.96,25.42,40.2
2070,Walmart #2070,Ankeny,Polk,TEQUILA,2018,10,35,77,847.18,52.97,8.75
2070,Walmart #2070,Ankeny,Polk,STRAIGHT BOURBON WHISKIES,2018,10,28,47,1767.48,46.74,37.21
2070,Walmart #2070,Ankeny,Polk,TENNESSEE WHISKIES,2018,10,8,16,683.66,17.96,44.21
2070,Walmart #2070,Ankeny,Polk,SPICED RUM,2018,10,20,32,1003.68,24.82,36.1
2070,Walmart #2070,Ankeny,Polk,BLENDED WHISKIES,2018,10,9,25,891.85,43.01,39.94
2070,Walmart #2070,Ankeny,Polk,IMPORTED VODKA,2018,10,20,41,579.76,31.77,16.22
2070,Walmart #2070,Ankeny,Polk,CANADIAN WHISKIES,2018,10,23,53,2070.0,74.82,36.5
2070,Walmart #2070,Ankeny,Polk,WHISKEY LIQUEUR,2018,10,26,62,1221.92,63.8,19.2
2070,Walmart #2070,Ankeny,Polk,GOLD RUM,2018,10,4,10,354.32,7.42,32.83
2070,Walmart #2070,Ankeny,Polk,AMERICAN BRANDIES,2018,10,17,26,299.75,42.49,12.29
2070,Walmart #2070,Ankeny,Polk,WHITE RUM,2018,10,8,13,319.23,19.36,23.53
2070,Walmart #2070,Ankeny,Polk,SINGLE MALT SCOTCH,2018,10,5,15,353.68,17.06,24.79
2070,Walmart #2070,Ankeny,Polk,SCOTCH WHISKIES,2018,10,14,21,498.02,23.17,23.41
2070,Walmart #2070,Ankeny,Polk,AMERICAN DRY GINS,2018,10,9,19,479.07,13.52,21.11
2070,Walmart #2070,Ankeny,Polk,VODKA 80 PROOF,2018,11,21,49,1957.45,35.25,36.5
2070,Walmart #2070,Ankeny,Polk,TEQUILA,2018,11,10,21,784.6,18.03,43.2
2070,Walmart #2070,Ankeny,Polk,STRAIGHT BOURBON WHISKIES,2018,11,16,49,1279.93,65.24,26.49
2070,Walmart #2070,Ankeny,Polk,TENNESSEE WHISKIES,2018,11,17,28,637.85,45.69,18.79
2070,Walmart #2070,Ankeny,Polk,SPICED RUM,2018,11,46,76,1751.54,71.68,23.19
2070,Walmart #2070,Ankeny,Polk,BLENDED WHISKIES,2018,11,14,24,676.27,24.48,29.94
2070,Walmart #2070,Ankeny,Polk,IMPORTED VODKA,2018,11,12,30,613.16,48.24,23.37
2070,Walmart #2070,Ankeny,Polk,CANADIAN WHISKIES,2018,11,118,210,2808.51,187.51,11.45
2070,Walmart #2070,Ankeny,Polk,WHISKEY LIQUEUR,2018,11,36,110,1587.54,55.22,15.43
2070,Walmart #2070,Ankeny,Polk,GOLD RUM,2018,11,5,11,296.92,16.53,27.4
2070,Walmart #2070,Ankeny,Polk,AMERICAN BRANDIES,2018,11,15,30,348.53,47.14,11.65
2070,Walmart #2070,Ankeny,Polk,WHITE RUM,2018,11,3,8,343.55,9.02,42.67
2070,Walmart #2070,Ankeny,Polk,SINGLE MALT SCOTCH,2018,11,10,17,483.97,24.2,32.7
2070,Walmart #2070,Ankeny,Polk,SCOTCH WHISKIES,2018,11,14,28,270.28,46.2,9.43
2070,Walmart #2070,Ankeny,Polk,AMERICAN DRY GINS,2018,11,21,60,672.49,81.4,10.21
2070,Walmart #2070,Ankeny,Polk,VODKA 80 PROOF,2018,12,26,84,1826.15,90.57,20.38
2070,Walmart #2070,Ankeny,Polk,TEQUILA,2018,12,56,99,1004.04,84.96,11.85
2070,Walmart #2070,Ankeny,Polk,STRAIGHT BOURBON WHISKIES,2018,12,25,54,2280.31,84.94,40.13
2070,Walmart #2070,Ankeny,Polk,TENNESSEE WHISKIES,2018,12,9,17,339.71,17.47,22.95
2070,Walmart #2070,Ankeny,Polk,SPICED RUM,2018,12,21,39,1315.96,26.76,30.5
2070,Walmart #2070,Ankeny,Polk,BLENDED WHISKIES,2018,12,4,16,598.8,17.41,29.65
2070,Walmart #2070,Ankeny,Polk,IMPORTED VODKA,2018,12,8,25,975.73,39.51,33.16
2070,Walmart #2070,Ankeny,Polk,CANADIAN WHISKIES,2018,12,68,161,2077.03,147.95,14.44
2070,Walmart #2070,Ankeny,Polk,WHISKEY LIQUEUR,2018,12,78,131,1798.82,174.62,15.49
2070,Walmart #2070,Ankeny,Polk,GOLD RUM,2018,12,5,8,334.92,12.53,38.09
2070,Walmart #2070,Ankeny,Polk,AMERICAN BRANDIES,2018,12,6,9,286.08,5.86,27.04
2070,Walmart #2070,Ankeny,Polk,WHITE RUM,2018,12,3,9,383.38,10.31,43.8
2070,Walmart #2070,Ankeny,Polk,SINGLE MALT SCOTCH,2018,12,4,8,321.13,12.43,41.83
2070,Walmart #2070,Ankeny,Polk,SCOTCH WHISKIES,2018,12,11,35,326.0,18.11,10.33
2070,Walmart #2070,Ankeny,Polk,AMERICAN DRY GINS,2018,12,8,26,810.1,19.95,32.62
2070,Walmart #2070,Ankeny,Polk,VODKA 80 PROOF,2019,1,34,66,1721.64,45.08,27.82
2070,Walmart #2070,Ankeny,Polk,TEQUILA,2019,1,13,30,480.17,47.4,17.07
2070,Walmart #2070,Ankeny,Polk,STRAIGHT BOURBON WHISKIES,2019,1,15,49,595.87,52.83,9.95
2070,Walmart #2070,Ankeny,Polk,TENNESSEE WHISKIES,2019,1,5,9,420.04,13.24,43.84
2070,Walmart #2070,Ankeny,Polk,SPICED RUM,2019,1,29,77,929.65,100.69,13.3
