num_transactions,total_bottles,total_volume_liters,avg_bottle_price,month_sin,month_cos,log_volume,cat_BLENDED WHISKIES,cat_CANADIAN WHISKIES,cat_IMPORTED VODKA,cat_Other,cat_SCOTCH WHISKIES,cat_SPICED RUM,cat_STRAIGHT BOURBON WHISKIES,cat_TENNESSEE WHISKIES,cat_TEQUILA,cat_VODKA 80 PROOF,cat_WHISKEY LIQUEUR
11,17,24.82,16.88,0.8660254037844387,-0.4999999999999998,3.2511493854184965,0,0,0,1,0,0,0,0,0,0,0
4,14,12.85,41.37,-0.8660254037844386,0.5000000000000001,2.6282852326333477,1,0,0,0,0,0,0,0,0,0,0
15,40,49.94,14.24,-0.5000000000000004,0.8660254037844384,3.930648469551311,0,0,1,0,0,0,0,0,0,0,0
35,106,110.3,20.8,-0.4999999999999997,-0.8660254037844388,4.712229258281499,0,1,0,0,0,0,0,0,0,0,0
19,33,56.45,43.3,-0.4999999999999997,-0.8660254037844388,4.050915004294764,0,1,0,0,0,0,0,0,0,0,0
5,14,8.37,38.62,-2.4492935982947064e-16,1.0,2.2375130962503307,0,0,0,0,0,0,0,1,0,0,0
8,22,11.96,20.9,-2.4492935982947064e-16,1.0,2.561867690924129,0,0,0,1,0,0,0,0,0,0,0
4,11,15.45,29.55,0.49999999999999994,-0.8660254037844387,2.800325477211381,0,0,0,0,1,0,0,0,0,0,0
14,25,22.69,8.21,1.0,6.123233995736766e-17,3.165053018170694,0,0,0,0,1,0,0,0,0,0,0
13,29,30.74,38.68,0.8660254037844387,-0.4999999999999998,3.457577715098263,0,0,0,0,0,0,0,0,0,1,0
11,31,15.99,14.24,0.49999999999999994,0.8660254037844387,2.8326249356838407,0,0,0,1,0,0,0,0,0,0,0
3,10,11.19,41.89,-0.5000000000000004,0.8660254037844384,2.5006159434931803,0,0,0,1,0,0,0,0,0,0,0
24,50,81.2,14.06,-0.8660254037844384,-0.5000000000000004,4.409155302062135,0,0,0,0,0,0,0,0,1,0,0
6,17,20.12,21.89,0.49999999999999994,0.8660254037844387,3.050220458838061,0,0,0,0,0,0,0,0,1,0,0
9,16,16.07,44.51,1.2246467991473532e-16,-1.0,2.837322536806349,0,0,0,0,0,0,1,0,0,0,0
10,30,48.51,33.95,1.2246467991473532e-16,-1.0,3.9021746693733315,0,0,0,0,0,0,0,0,1,0,0
2,4,3.06,29.2,1.2246467991473532e-16,-1.0,1.4011829736136412,0,0,0,0,0,0,0,1,0,0,0
3,5,5.71,35.12,1.0,6.123233995736766e-17,1.9035989509835904,0,0,0,1,0,0,0,0,0,0,0
8,22,38.46,43.43,-1.0,-1.8369701987210297e-16,3.6752875005944694,0,0,0,0,0,0,0,1,0,0,0
26,39,42.58,10.3,-0.4999999999999997,-0.8660254037844388,3.774598329516474,0,0,0,0,1,0,0,0,0,0,0
7,16,24.87,32.15,1.0,6.123233995736766e-17,3.2530839961979376,0,0,0,0,0,0,0,0,1,0,0
9,17,23.37,44.03,0.49999999999999994,0.8660254037844387,3.193352867637115,0,0,0,0,0,0,0,0,1,0,0
35,53,56.32,36.31,-0.5000000000000004,0.8660254037844384,4.048649602959971,0,0,0,0,0,0,1,0,0,0,0
8,20,34.05,37.99,-0.4999999999999997,-0.8660254037844388,3.5567756134805992,1,0,0,0,0,0,0,0,0,0,0
17,45,55.98,14.72,0.49999999999999994,-0.8660254037844387,4.0427003290697625,0,0,0,0,1,0,0,0,0,0,0
1,1,1.62,30.06,0.8660254037844386,0.5000000000000001,0.9631743177730056,0,0,0,1,0,0,0,0,0,0,0
13,28,44.78,42.24,0.8660254037844387,-0.4999999999999998,3.8238473145244205,0,0,0,0,0,0,1,0,0,0,0
5,15,7.98,42.42,-0.8660254037844384,-0.5000000000000004,2.194999882314108,0,0,0,0,1,0,0,0,0,0,0
3,7,10.31,29.75,-0.4999999999999997,-0.8660254037844388,2.425687290128029,0,0,0,1,0,0,0,0,0,0,0
18,46,79.14,17.4,0.49999999999999994,-0.8660254037844387,4.383775105207999,0,0,0,0,0,0,0,0,1,0,0
10,29,36.69,26.23,-2.4492935982947064e-16,1.0,3.629394807279044,0,0,0,0,0,1,0,0,0,0,0
56,117,131.64,9.26,1.0,6.123233995736766e-17,4.887638691386985,1,0,0,0,0,0,0,0,0,0,0
9,17,22.07,11.98,-0.8660254037844386,0.5000000000000001,3.138533072185662,0,0,0,1,0,0,0,0,0,0,0
1,3,3.54,36.76,0.8660254037844387,-0.4999999999999998,1.5129270120532565,0,0,0,1,0,0,0,0,0,0,0
11,32,21.82,27.85,-0.8660254037844386,0.5000000000000001,3.1276373444339294,0,0,0,0,0,0,0,0,1,0,0
2,7,11.15,31.19,-0.4999999999999997,-0.8660254037844388,2.4973291697865574,0,0,0,1,0,0,0,0,0,0,0
4,14,12.6,35.7,-0.8660254037844386,0.5000000000000001,2.6100697927420065,0,0,0,0,0,0,0,1,0,0,0
18,51,51.81,9.11,-0.8660254037844384,-0.5000000000000004,3.966700566718842,0,0,1,0,0,0,0,0,0,0,0
5,14,19.92,34.83,0.8660254037844387,-0.4999999999999998,3.040705639196722,0,0,0,0,0,0,0,0,1,0,0
4,9,8.95,29.39,-0.5000000000000004,0.8660254037844384,2.2975725511705014,0,0,0,1,0,0,0,0,0,0,0
8,18,15.48,31.0,0.8660254037844387,-0.4999999999999998,2.8021475244813256,0,0,0,0,1,0,0,0,0,0,0
22,47,54.45,19.62,1.0,6.123233995736766e-17,4.015481713796376,0,0,1,0,0,0,0,0,0,0,0
19,41,34.0,33.77,-1.0,-1.8369701987210297e-16,3.5553480614894135,0,0,0,0,0,0,1,0,0,0,0
28,47,31.37,11.39,-0.8660254037844386,0.5000000000000001,3.477232067938153,0,0,0,0,1,0,0,0,0,0,0
7,16,19.36,41.2,-0.5000000000000004,0.8660254037844384,3.013572191682322,0,0,0,0,0,0,0,1,0,0,0
46,94,156.9,12.99,0.8660254037844386,0.5000000000000001,5.061961921261596,0,1,0,0,0,0,0,0,0,0,0
15,32,30.89,20.2,-0.8660254037844384,-0.5000000000000004,3.4622924810219664,0,0,0,0,0,0,0,1,0,0,0
38,77,117.15,9.42,-0.5000000000000004,0.8660254037844384,4.771955003632917,1,0,0,0,0,0,0,0,0,0,0
18,45,56.07,38.93,1.0,6.123233995736766e-17,4.044278584548617,0,0,0,0,0,0,0,0,0,1,0
7,17,18.42,33.46,-1.0,-1.8369701987210297e-16,2.966303462863179,0,0,0,0,0,0,0,1,0,0,0
2,8,7.96,44.6,-2.4492935982947064e-16,1.0,2.192770226986839,0,0,0,1,0,0,0,0,0,0,0
15,23,21.75,41.06,-1.0,-1.8369701987210297e-16,3.1245651453969594,0,0,0,0,0,1,0,0,0,0,0
3,9,9.43,21.02,-0.8660254037844384,-0.5000000000000004,2.344686269012681,0,0,0,1,0,0,0,0,0,0,0
17,31,49.61,33.22,0.49999999999999994,-0.8660254037844387,3.9241491852259864,0,0,0,0,0,0,0,0,1,0,0
29,46,51.32,40.51,-2.4492935982947064e-16,1.0,3.9573787071489432,0,0,0,0,0,0,0,0,0,1,0
19,36,55.1,26.55,-0.8660254037844384,-0.5000000000000004,4.027135812528651,0,0,0,0,0,0,0,0,0,0,1
45,69,117.54,37.73,0.49999999999999994,0.8660254037844387,4.775250456359692,0,0,0,0,0,0,0,0,0,1,0
41,60,100.41,16.89,1.2246467991473532e-16,-1.0,4.619171705623905,0,0,0,0,0,0,1,0,0,0,0
61,118,205.3,13.42,1.2246467991473532e-16,-1.0,5.329331420077207,0,0,0,0,0,1,0,0,0,0,0
10,31,42.05,10.77,1.2246467991473532e-16,-1.0,3.7623622308737397,0,0,0,1,0,0,0,0,0,0,0
4,8,10.1,21.66,0.49999999999999994,0.8660254037844387,2.4069451083182885,0,0,0,1,0,0,0,0,0,0,0
1,2,3.07,32.49,0.49999999999999994,0.8660254037844387,1.4036429994545037,0,0,0,1,0,0,0,0,0,0,0
19,32,50.8,14.72,-1.0,-1.8369701987210297e-16,3.9473901492654373,0,0,1,0,0,0,0,0,0,0,0
11,26,28.95,10.61,-0.4999999999999997,-0.8660254037844388,3.3995293245614584,0,0,0,1,0,0,0,0,0,0,0
4,12,20.36,43.94,0.49999999999999994,0.8660254037844387,3.061520014091994,0,0,1,0,0,0,0,0,0,0,0
17,28,45.43,19.46,0.49999999999999994,-0.8660254037844387,3.8379458020318302,1,0,0,0,0,0,0,0,0,0,0
3,6,5.74,43.98,-0.5000000000000004,0.8660254037844384,1.9080599249242156,0,0,0,1,0,0,0,0,0,0,0
4,15,23.16,34.77,-0.4999999999999997,-0.8660254037844388,3.184698373066614,0,0,1,0,0,0,0,0,0,0,0
18,33,51.46,31.07,-1.0,-1.8369701987210297e-16,3.9600509744387278,0,0,0,0,0,0,1,0,0,0,0
36,66,115.08,27.77,-0.4999999999999997,-0.8660254037844388,4.754279608575932,0,0,0,0,0,0,0,0,0,1,0
3,8,11.89,19.03,-1.0,-1.8369701987210297e-16,2.556451816951096,0,0,0,0,0,0,0,1,0,0,0
19,29,22.85,18.09,1.0,6.123233995736766e-17,3.1717842173343502,0,1,0,0,0,0,0,0,0,0,0
12,33,30.48,31.99,-0.4999999999999997,-0.8660254037844388,3.4493524235492026,0,0,0,0,0,0,0,1,0,0,0
19,32,44.29,15.27,0.8660254037844387,-0.4999999999999998,3.8130862575681226,0,0,1,0,0,0,0,0,0,0,0
6,13,11.5,41.99,1.2246467991473532e-16,-1.0,2.5257286443082556,1,0,0,0,0,0,0,0,0,0,0
31,82,55.25,31.21,1.2246467991473532e-16,-1.0,4.029806041084529,0,0,0,0,0,0,0,0,0,1,0
13,35,38.4,19.09,0.49999999999999994,-0.8660254037844387,3.673765816303888,0,0,0,0,0,0,0,0,1,0,0
10,22,20.47,27.94,0.8660254037844387,-0.4999999999999998,3.0666566118906897,0,0,0,0,0,0,0,0,1,0,0
7,13,22.07,24.58,-0.5000000000000004,0.8660254037844384,3.138533072185662,0,0,0,1,0,0,0,0,0,0,0
3,6,3.18,34.95,-0.4999999999999997,-0.8660254037844388,1.430311246536665,0,0,0,1,0,0,0,0,0,0,0
13,33,24.91,22.5,0.49999999999999994,-0.8660254037844387,3.2546289945740186,0,0,1,0,0,0,0,0,0,0,0
7,11,10.69,41.23,0.49999999999999994,-0.8660254037844387,2.458733775483977,0,0,0,0,0,0,0,0,1,0,0
5,10,13.55,24.7,0.8660254037844387,-0.4999999999999998,2.6775909936175015,0,0,0,1,0,0,0,0,0,0,0
5,10,13.54,40.19,-0.8660254037844386,0.5000000000000001,2.6769034721053733,0,0,0,1,0,0,0,0,0,0,0
115,183,266.9,8.12,0.49999999999999994,-0.8660254037844387,5.590613776550563,0,0,0,0,0,1,0,0,0,0,0
55,100,119.13,19.04,-0.5000000000000004,0.8660254037844384,4.788574489733284,0,0,0,0,0,0,0,0,0,1,0
26,63,56.92,40.83,-2.4492935982947064e-16,1.0,4.059062748077461,0,0,0,0,0,0,0,0,0,1,0
46,97,50.59,17.78,0.49999999999999994,0.8660254037844387,3.9433278552565585,0,1,0,0,0,0,0,0,0,0,0
31,58,59.04,15.19,-1.0,-1.8369701987210297e-16,4.095011006765262,0,0,1,0,0,0,0,0,0,0,0
22,36,52.79,41.85,0.49999999999999994,-0.8660254037844387,3.985087576285151,0,0,0,0,0,0,0,1,0,0,0
2,4,2.69,40.47,-0.5000000000000004,0.8660254037844384,1.3056264580524357,0,0,0,1,0,0,0,0,0,0,0
10,30,50.2,13.82,-0.4999999999999997,-0.8660254037844388,3.9357395320454622,0,0,1,0,0,0,0,0,0,0,0
34,94,131.25,10.57,-1.0,-1.8369701987210297e-16,4.8846940707384086,0,0,0,0,1,0,0,0,0,0,0
35,115,72.8,12.95,-0.8660254037844386,0.5000000000000001,4.301358731606427,1,0,0,0,0,0,0,0,0,0,0
11,27,14.41,19.8,-2.4492935982947064e-16,1.0,2.7350166493320245,0,0,0,1,0,0,0,0,0,0,0
9,24,32.98,26.22,-2.4492935982947064e-16,1.0,3.525772116243786,0,0,0,1,0,0,0,0,0,0,0
70,162,93.24,8.73,-2.4492935982947064e-16,1.0,4.545844719903276,0,0,0,0,0,0,0,0,1,0,0
46,93,56.02,13.11,0.49999999999999994,-0.8660254037844387,4.043402083484526,0,0,0,0,0,1,0,0,0,0,0
28,93,105.54,15.74,-0.8660254037844386,0.5000000000000001,4.668520501488853,0,0,0,0,0,1,0,0,0,0,0
3,8,10.48,35.24,-2.4492935982947064e-16,1.0,2.4406063908914204,0,0,0,1,0,0,0,0,0,0,0
119,172,237.35,18.83,-2.4492935982947064e-16,1.0,5.473740181650835,0,0,0,0,0,0,0,0,0,1,0
29,53,65.7,23.21,-0.8660254037844386,0.5000000000000001,4.200204952921578,0,0,0,0,0,0,0,0,0,0,1
1,2,2.12,42.43,0.8660254037844387,-0.4999999999999998,1.1378330018213911,0,0,0,1,0,0,0,0,0,0,0
31,64,53.96,29.45,1.2246467991473532e-16,-1.0,4.006605647914094,0,0,0,0,0,1,0,0,0,0,0
47,77,39.44,36.35,-0.4999999999999997,-0.8660254037844388,3.6998193941522706,0,0,0,0,0,0,0,0,0,1,0
34,79,66.46,21.26,-0.5000000000000004,0.8660254037844384,4.2115348296335045,0,0,0,0,0,1,0,0,0,0,0
1,2,2.3,41.52,0.49999999999999994,-0.8660254037844387,1.1939224684724346,0,0,0,1,0,0,0,0,0,0,0
21,36,45.69,17.98,0.49999999999999994,0.8660254037844387,3.8435300089828455,0,0,0,0,0,0,1,0,0,0,0
24,49,43.2,24.91,1.0,6.123233995736766e-17,3.7887247890836524,0,0,0,0,0,0,0,0,1,0,0
18,57,68.94,27.91,0.49999999999999994,-0.8660254037844387,4.24763773163523,0,0,0,0,0,1,0,0,0,0,0
21,34,40.28,34.1,-0.5000000000000004,0.8660254037844384,3.720378121173307,0,0,0,0,0,0,1,0,0,0,0
31,56,68.5,21.65,1.0,6.123233995736766e-17,4.241326752570746,0,0,1,0,0,0,0,0,0,0,0
3,9,9.53,44.5,-1.0,-1.8369701987210297e-16,2.354228326145884,0,0,0,1,0,0,0,0,0,0,0
7,21,26.45,11.7,0.49999999999999994,-0.8660254037844387,3.3123661679555396,0,0,0,0,1,0,0,0,0,0,0
8,24,30.07,39.53,0.8660254037844386,0.5000000000000001,3.436242723404956,0,0,0,0,1,0,0,0,0,0,0
19,41,41.19,33.09,0.49999999999999994,0.8660254037844387,3.7421832261362473,0,0,1,0,0,0,0,0,0,0,0
25,53,69.17,40.12,1.2246467991473532e-16,-1.0,4.250920869264197,0,1,0,0,0,0,0,0,0,0,0
33,50,64.37,28.98,0.49999999999999994,0.8660254037844387,4.180063437624638,0,1,0,0,0,0,0,0,0,0,0
34,51,52.97,43.42,-0.4999999999999997,-0.8660254037844388,3.9884283366305513,0,0,0,0,0,0,0,0,0,0,1
31,60,101.25,26.33,-0.8660254037844386,0.5000000000000001,4.627420794922911,0,0,0,0,0,0,0,0,0,0,1
54,118,172.23,14.14,-0.8660254037844384,-0.5000000000000004,5.154620191290849,0,0,0,0,0,0,1,0,0,0,0
26,60,92.91,8.83,1.0,6.123233995736766e-17,4.542336876816522,0,0,0,1,0,0,0,0,0,0,0
2,7,3.87,39.54,-2.4492935982947064e-16,1.0,1.5830939370944985,0,0,0,1,0,0,0,0,0,0,0
3,10,9.35,24.49,-0.5000000000000004,0.8660254037844384,2.336986519711378,0,0,0,1,0,0,0,0,0,0,0
20,36,34.48,36.21,0.49999999999999994,-0.8660254037844387,3.5689691574413787,0,0,0,0,0,1,0,0,0,0,0
13,22,23.33,22.02,-0.5000000000000004,0.8660254037844384,3.1917101567954314,0,0,0,1,0,0,0,0,0,0,0
39,95,154.94,9.17,0.8660254037844386,0.5000000000000001,5.049471317881454,0,0,0,0,0,1,0,0,0,0,0
7,13,7.96,27.9,-0.4999999999999997,-0.8660254037844388,2.192770226986839,0,0,1,0,0,0,0,0,0,0,0
26,40,33.51,23.1,-0.8660254037844386,0.5000000000000001,3.541249137109912,0,0,0,0,0,0,0,1,0,0,0
35,115,158.01,13.42,-1.0,-1.8369701987210297e-16,5.068967093324305,0,0,0,0,0,0,1,0,0,0,0
106,165,211.37,17.22,0.8660254037844387,-0.4999999999999998,5.358330036454207,0,0,0,0,0,0,0,0,0,0,1
1,2,1.29,42.71,0.49999999999999994,0.8660254037844387,0.8285518175661483,0,0,0,1,0,0,0,0,0,0,0
9,14,22.88,17.93,-0.4999999999999997,-0.8660254037844388,3.1730412885244013,0,0,0,1,0,0,0,0,0,0,0
37,91,80.48,15.33,0.8660254037844386,0.5000000000000001,4.400357591358605,0,0,0,0,0,0,0,0,0,1,0
20,39,51.14,31.21,0.49999999999999994,-0.8660254037844387,3.9539324085053558,0,0,0,0,0,1,0,0,0,0,0
4,9,14.5,40.45,0.49999999999999994,-0.8660254037844387,2.740840023925201,0,0,0,1,0,0,0,0,0,0,0
106,212,334.77,15.1,-0.8660254037844384,-0.5000000000000004,5.816426401760286,1,0,0,0,0,0,0,0,0,0,0
73,208,247.74,18.8,-0.4999999999999997,-0.8660254037844388,5.516408174225595,0,0,0,0,0,0,1,0,0,0,0
3,9,12.43,43.13,0.49999999999999994,0.8660254037844387,2.5974910105351463,0,0,0,1,0,0,0,0,0,0,0
10,17,23.59,11.13,-0.8660254037844386,0.5000000000000001,3.202339856228101,0,0,0,1,0,0,0,0,0,0,0
3,5,7.12,12.93,0.49999999999999994,0.8660254037844387,2.0943301541735866,0,0,0,1,0,0,0,0,0,0,0
48,126,114.01,12.29,0.8660254037844387,-0.4999999999999998,4.74501908110449,0,0,0,0,0,0,0,1,0,0,0
3,11,11.45,34.55,1.0,6.123233995736766e-17,2.5217206229107165,0,0,0,1,0,0,0,0,0,0,0
5,12,18.47,28.76,1.0,6.123233995736766e-17,2.968874819384108,0,0,0,1,0,0,0,0,0,0,0
12,19,14.88,43.4,0.49999999999999994,-0.8660254037844387,2.7650604558189897,0,0,0,1,0,0,0,0,0,0,0
4,12,18.21,33.11,0.49999999999999994,-0.8660254037844387,2.955430976780465,0,0,0,0,0,0,1,0,0,0,0
6,10,13.06,32.12,0.49999999999999994,0.8660254037844387,2.6433338863825186,0,0,0,0,0,0,0,1,0,0,0
57,86,148.06,40.18,1.2246467991473532e-16,-1.0,5.004348909453547,0,1,0,0,0,0,0,0,0,0,0
44,90,92.3,13.46,-0.8660254037844384,-0.5000000000000004,4.535820107853298,0,0,0,0,0,0,0,0,0,0,1
30,44,39.38,24.5,1.2246467991473532e-16,-1.0,3.6983346128846915,0,0,0,0,0,1,0,0,0,0,0
49,107,183.73,14.82,-0.8660254037844384,-0.5000000000000004,5.218895299570546,0,0,0,0,0,1,0,0,0,0,0
30,101,174.45,12.67,0.8660254037844387,-0.4999999999999998,5.167354102029224,0,1,0,0,0,0,0,0,0,0,0
7,23,30.87,28.35,-0.5000000000000004,0.8660254037844384,3.461665128429245,0,0,0,0,1,0,0,0,0,0,0
5,13,21.58,20.49,0.49999999999999994,-0.8660254037844387,3.1170645587215158,0,0,0,1,0,0,0,0,0,0,0
38,63,77.13,12.42,0.8660254037844386,0.5000000000000001,4.358374106008653,0,0,0,0,0,0,0,0,1,0,0
103,175,137.88,10.1,0.8660254037844387,-0.4999999999999998,4.93361025091204,0,0,0,0,0,0,0,0,0,1,0
34,51,39.22,12.64,0.8660254037844387,-0.4999999999999998,3.6943643843445058,0,0,0,1,0,0,0,0,0,0,0
48,69,50.17,18.27,-0.8660254037844384,-0.5000000000000004,3.9351534228170006,0,0,1,0,0,0,0,0,0,0,0
12,20,29.92,18.78,-0.5000000000000004,0.8660254037844384,3.4314032237192214,0,0,0,1,0,0,0,0,0,0,0
11,18,27.67,18.31,0.8660254037844386,0.5000000000000001,3.3558512798952784,0,0,0,1,0,0,0,0,0,0,0
3,7,5.2,30.3,0.8660254037844386,0.5000000000000001,1.8245492920510458,0,0,0,1,0,0,0,0,0,0,0
55,109,159.35,21.01,0.49999999999999994,-0.8660254037844387,5.077358926139164,0,0,0,0,0,0,1,0,0,0,0
14,29,30.61,29.47,0.49999999999999994,-0.8660254037844387,3.4534735262275262,1,0,0,0,0,0,0,0,0,0,0
59,109,124.03,15.05,-0.5000000000000004,0.8660254037844384,4.828553708506909,0,0,0,0,0,0,0,0,0,0,1
30,44,73.47,17.52,-0.8660254037844384,-0.5000000000000004,4.310396359722554,1,0,0,0,0,0,0,0,0,0,0
12,23,12.13,19.01,-0.8660254037844384,-0.5000000000000004,2.574899688314705,0,0,0,1,0,0,0,0,0,0,0
236,385,330.47,10.79,-0.5000000000000004,0.8660254037844384,5.803537307793193,0,1,0,0,0,0,0,0,0,0,0
1,4,5.51,36.41,-2.4492935982947064e-16,1.0,1.873339456220478,0,0,0,1,0,0,0,0,0,0,0
3,10,9.02,39.57,1.0,6.123233995736766e-17,2.3045830956567186,0,0,0,1,0,0,0,0,0,0,0
17,37,23.64,14.31,0.8660254037844387,-0.4999999999999998,3.204371138665319,0,0,0,1,0,0,0,0,0,0,0
4,7,5.72,34.06,-2.4492935982947064e-16,1.0,1.9050881545350582,0,0,1,0,0,0,0,0,0,0,0
63,202,291.3,13.92,0.49999999999999994,-0.8660254037844387,5.6777806721172,0,1,0,0,0,0,0,0,0,0,0
7,16,21.25,24.25,-2.4492935982947064e-16,1.0,3.1023420086122493,1,0,0,0,0,0,0,0,0,0,0
23,35,43.66,37.54,-0.5000000000000004,0.8660254037844384,3.799078246412012,0,0,0,0,0,0,1,0,0,0,0
1,3,1.77,28.9,-0.8660254037844386,0.5000000000000001,1.0188473201992472,0,0,0,1,0,0,0,0,0,0,0
17,32,42.18,32.86,1.0,6.123233995736766e-17,3.7653774250866614,0,0,0,0,0,0,0,0,0,0,1
13,19,12.91,33.15,0.8660254037844386,0.5000000000000001,2.6326080059353516,0,0,0,0,0,1,0,0,0,0,0
14,28,25.32,20.15,1.0,6.123233995736766e-17,3.2703291064571163,0,0,0,1,0,0,0,0,0,0,0
5,17,22.5,27.05,-0.5000000000000004,0.8660254037844384,3.157000421150113,0,0,0,0,0,0,1,0,0,0,0
7,19,32.12,20.45,1.0,6.123233995736766e-17,3.500137329517059,0,0,0,0,1,0,0,0,0,0,0
5,15,11.5,12.56,-0.8660254037844384,-0.5000000000000004,2.5257286443082556,0,0,0,1,0,0,0,0,0,0,0
3,9,8.38,40.23,0.49999999999999994,-0.8660254037844387,2.238579763018133,0,0,0,0,0,0,0,0,0,0,1
8,21,31.12,33.13,-0.8660254037844386,0.5000000000000001,3.469478889078561,0,0,0,1,0,0,0,0,0,0,0
12,19,13.08,33.19,0.49999999999999994,0.8660254037844387,2.644755350729896,0,0,1,0,0,0,0,0,0,0,0
41,75,56.32,14.7,0.49999999999999994,0.8660254037844387,4.048649602959971,0,0,0,0,0,0,1,0,0,0,0
29,86,149.78,19.78,1.2246467991473532e-16,-1.0,5.015821820783556,0,0,0,0,0,0,0,0,0,1,0
6,12,7.99,29.04,-0.8660254037844386,0.5000000000000001,2.196112848483529,0,0,0,1,0,0,0,0,0,0,0
3,13,10.59,22.02,-1.0,-1.8369701987210297e-16,2.4501426573516603,0,0,0,0,0,0,0,1,0,0,0
65,142,87.79,12.77,0.8660254037844387,-0.4999999999999998,4.4862740310442355,0,0,0,0,0,0,0,0,0,0,1
16,52,47.84,22.36,-0.8660254037844386,0.5000000000000001,3.888549649242504,0,0,0,0,0,1,0,0,0,0,0
15,22,18.25,23.87,0.8660254037844386,0.5000000000000001,2.9575110607337933,1,0,0,0,0,0,0,0,0,0,0
3,7,9.62,25.92,1.0,6.123233995736766e-17,2.362739015813793,0,0,0,1,0,0,0,0,0,0,0
71,118,94.55,19.34,-1.0,-1.8369701987210297e-16,4.559649670686282,0,0,0,0,0,0,0,0,0,1,0
19,36,48.44,40.16,1.0,6.123233995736766e-17,3.900759813149435,1,0,0,0,0,0,0,0,0,0,0
2,5,4.45,38.73,0.8660254037844387,-0.4999999999999998,1.6956156086751528,0,0,0,1,0,0,0,0,0,0,0
36,59,74.31,21.11,-0.8660254037844384,-0.5000000000000004,4.32161292811326,0,0,0,0,0,0,0,0,1,0,0
15,28,38.09,44.97,-1.0,-1.8369701987210297e-16,3.6658666798048634,0,1,0,0,0,0,0,0,0,0,0
68,104,55.5,23.13,-0.8660254037844384,-0.5000000000000004,4.034240638152395,0,1,0,0,0,0,0,0,0,0,0
16,51,66.58,26.16,1.2246467991473532e-16,-1.0,4.213312081286144,1,0,0,0,0,0,0,0,0,0,0
5,18,18.39,8.46,-2.4492935982947064e-16,1.0,2.9647574692545606,0,0,0,1,0,0,0,0,0,0,0
107,163,234.85,23.83,-2.4492935982947064e-16,1.0,5.463196009730271,0,0,0,0,0,0,0,0,0,1,0
8,16,16.2,10.54,-0.8660254037844384,-0.5000000000000004,2.8449093838194073,0,0,0,1,0,0,0,0,0,0,0
29,45,33.25,18.89,0.49999999999999994,0.8660254037844387,3.5336865647082343,0,0,0,0,0,0,1,0,0,0,0
7,13,9.16,12.99,-0.8660254037844386,0.5000000000000001,2.318458442150336,0,0,0,1,0,0,0,0,0,0,0
77,112,149.14,41.99,0.8660254037844386,0.5000000000000001,5.011568192144856,0,0,0,0,0,0,0,0,0,0,1
20,32,53.98,24.41,-0.8660254037844386,0.5000000000000001,4.0069694827371,0,0,1,0,0,0,0,0,0,0,0
1,3,5.08,21.55,0.49999999999999994,-0.8660254037844387,1.8050046959780757,0,0,0,1,0,0,0,0,0,0,0
9,14,11.74,39.93,-0.5000000000000004,0.8660254037844384,2.5447466501440172,0,0,0,0,0,0,0,1,0,0,0
1,4,5.5,32.43,0.8660254037844386,0.5000000000000001,1.8718021769015913,0,0,0,0,0,0,0,1,0,0,0
5,11,12.29,12.92,0.8660254037844387,-0.4999999999999998,2.587011872725154,0,0,0,1,0,0,0,0,0,0,0
8,14,22.96,26.11,0.8660254037844386,0.5000000000000001,3.1763857732472487,0,0,0,1,0,0,0,0,0,0,0
10,25,30.98,31.89,-0.8660254037844386,0.5000000000000001,3.4651107074058083,0,0,0,0,0,1,0,0,0,0,0
10,23,20.19,18.81,-0.5000000000000004,0.8660254037844384,3.0535293722802077,0,0,0,1,0,0,0,0,0,0,0
26,77,64.94,18.07,-0.4999999999999997,-0.8660254037844388,4.188745237643585,0,0,0,0,0,0,0,0,1,0,0
3,10,11.71,34.93,1.0,6.123233995736766e-17,2.542389085201363,0,0,0,0,1,0,0,0,0,0,0
23,50,41.41,24.55,-2.4492935982947064e-16,1.0,3.747384183486499,0,0,1,0,0,0,0,0,0,0,0
40,72,89.64,37.64,0.49999999999999994,-0.8660254037844387,4.506895616719751,0,0,0,0,0,0,0,0,0,0,1
13,25,40.58,32.99,-0.4999999999999997,-0.8660254037844388,3.727619282429867,0,0,0,0,0,1,0,0,0,0,0
20,30,40.4,24.02,-0.5000000000000004,0.8660254037844384,3.7232808808312687,1,0,0,0,0,0,0,0,0,0,0
8,17,19.19,9.65,-1.0,-1.8369701987210297e-16,3.005187432324746,0,0,1,0,0,0,0,0,0,0,0
27,83,86.03,20.59,0.49999999999999994,0.8660254037844387,4.466252886801422,0,0,0,0,0,0,0,0,0,1,0
14,32,34.37,33.81,0.49999999999999994,-0.8660254037844387,3.5658640032173894,0,0,0,0,0,0,0,0,0,1,0
50,92,67.45,14.59,0.49999999999999994,-0.8660254037844387,4.226103551734458,0,0,0,0,0,0,1,0,0,0,0
32,83,54.87,34.35,0.49999999999999994,0.8660254037844387,4.023027563471057,0,0,0,0,0,0,0,0,0,1,0
55,81,65.36,16.53,-0.5000000000000004,0.8660254037844384,4.195094465322244,0,0,0,0,0,1,0,0,0,0,0
9,22,16.54,10.94,-0.8660254037844384,-0.5000000000000004,2.864483986944037,0,0,0,1,0,0,0,0,0,0,0
19,38,41.97,13.08,-0.5000000000000004,0.8660254037844384,3.7605021977869035,0,0,0,1,0,0,0,0,0,0,0
